,lat,lon,elevation_ft,precip_in,month,year
23886,40.98,121.51,2880,0.04,Jun,2014
23888,36.17,121.38,5264,0.00,Jun,2014
23890,39.94,120.95,3420,0.00,Jun,2014
23891,39.94,120.95,3420,0.00,Jun,2014
23892,39.93,120.95,3408,0.00,Jun,2014
23894,41.60,122.93,4238,0.03,Jun,2014
23895,36.12,118.54,7200,0.01,Jun,2014
23896,40.15,122.25,353,0.00,Jun,2014
23898,33.22,116.50,3450,0.00,Jun,2014
23899,40.52,122.30,502,0.00,Jun,2014
23900,39.67,123.32,2428,0.00,Jun,2014
23901,34.53,120.09,2610,0.04,Jun,2014
23904,40.57,122.42,740,0.00,Jun,2014
23906,35.67,121.05,3401,0.00,Jun,2014
23907,33.05,116.86,1420,0.02,Jun,2014
23910,39.13,120.95,1945,0.00,Jun,2014
23911,38.31,120.55,2720,0.20,Jun,2014
23912,38.48,122.71,599,0.00,Jun,2014
23914,40.12,121.04,6100,0.00,Jun,2014
23915,33.95,117.39,839,0.00,Jun,2014
23916,34.05,116.82,7070,0.00,Jun,2014
23918,38.51,121.50,21,0.00,Jun,2014
23919,32.73,117.18,15,0.00,Jun,2014
23920,38.67,121.56,14,0.00,Jun,2014
23921,35.31,120.66,315,0.00,Jun,2014
23922,34.77,119.65,5300,0.00,Jun,2014
23923,34.10,117.27,1042,0.00,Jun,2014
23924,37.14,121.97,1400,0.00,Jun,2014
23925,41.27,122.72,5900,0.60,Jun,2014
23926,40.49,124.10,36,0.18,Jun,2014
23927,36.99,121.99,130,0.02,Jun,2014
23929,36.06,118.92,692,0.06,Jun,2014
23930,36.06,118.92,692,0.06,Jun,2014
23931,40.17,122.80,3850,0.04,Jun,2014
23932,41.35,122.25,6750,0.08,Jun,2014
23934,33.75,117.54,2800,0.00,Jun,2014
23935,39.58,120.37,4975,0.00,Jun,2014
23936,39.58,120.37,4975,0.00,Jun,2014
23937,38.17,120.10,5100,0.04,Jun,2014
23938,37.62,122.38,13,0.01,Jun,2014
23939,37.77,122.43,150,0.01,Jun,2014
23940,39.58,122.53,800,1.69,Jun,2014
23941,39.13,120.75,3843,0.00,Jun,2014
23942,40.71,122.42,1075,0.00,Jun,2014
23943,40.71,122.42,1075,0.00,Jun,2014
23944,40.50,121.85,3630,0.36,Jun,2014
23945,37.32,121.47,2300,0.00,Jun,2014
23946,35.08,120.19,2080,0.00,Jun,2014
23947,36.57,118.96,4340,0.00,Jun,2014
23948,38.68,120.12,7100,0.14,Jun,2014
23949,41.78,122.47,2644,0.21,Jun,2014
23950,36.76,121.49,2838,0.00,Jun,2014
23951,37.35,121.90,67,0.00,Jun,2014
23953,36.33,120.53,4840,0.00,Jun,2014
23954,38.50,119.94,7750,0.65,Jun,2014
23955,38.72,120.57,3530,0.00,Jun,2014
23956,38.72,120.57,3530,0.00,Jun,2014
23957,37.05,121.05,350,0.00,Jun,2014
23958,41.05,122.48,5700,0.12,Jun,2014
23960,41.39,123.49,915,0.41,Jun,2014
23961,34.51,119.82,2300,0.01,Jun,2014
23962,34.51,119.82,2300,0.01,Jun,2014
23963,34.30,119.04,1020,0.09,Jun,2014
23964,36.08,120.61,3920,0.04,Jun,2014
23967,35.37,120.64,1100,0.00,Jun,2014
23969,38.56,121.42,49,0.00,Jun,2014
23970,38.56,121.42,49,0.00,Jun,2014
23971,34.90,120.45,254,0.00,Jun,2014
23972,33.68,117.87,50,0.00,Jun,2014
23973,35.80,120.88,800,0.00,Jun,2014
23974,36.66,121.67,45,0.00,Jun,2014
23975,40.78,121.78,5950,0.60,Jun,2014
23976,39.42,122.98,1725,0.00,Jun,2014
23977,39.33,120.37,6885,0.08,Jun,2014
23978,36.28,121.32,339,0.00,Jun,2014
23979,37.97,120.39,1675,0.04,Jun,2014
23980,38.67,119.82,6115,0.00,Jun,2014
23981,38.50,120.22,3700,0.00,Jun,2014
23982,38.50,120.22,3700,0.00,Jun,2014
23984,38.13,120.37,1060,0.00,Jun,2014
23985,38.31,119.60,8827,0.20,Jun,2014
23988,38.21,120.46,2370,0.39,Jun,2014
23989,36.35,120.60,4650,0.00,Jun,2014
23991,33.74,117.87,135,0.00,Jun,2014
23993,37.31,122.00,174,0.00,Jun,2014
23995,32.84,117.03,300,0.00,Jun,2014
23996,41.74,121.51,4770,0.06,Jun,2014
23997,38.49,122.54,1780,0.00,Jun,2014
23998,41.17,121.93,5400,0.36,Jun,2014
24000,39.59,122.53,800,0.00,Jun,2014
24001,39.47,120.10,5690,0.00,Jun,2014
24002,39.56,121.11,3808,0.00,Jun,2014
24003,39.56,121.11,3808,0.00,Jun,2014
24005,40.42,120.67,4555,0.10,Jun,2014
24008,41.30,123.13,2192,0.17,Jun,2014
24010,34.58,119.08,4800,0.00,Jun,2014
24011,33.11,116.67,2990,0.00,Jun,2014
24012,35.66,120.92,970,0.00,Jun,2014
24014,39.17,120.14,6230,0.00,Jun,2014
24015,39.89,122.52,720,0.00,Jun,2014
24017,40.82,122.66,3870,0.00,Jun,2014
24018,39.17,120.15,6790,0.00,Jun,2014
24019,39.30,122.65,4000,0.20,Jun,2014
24020,38.45,120.48,2355,0.00,Jun,2014
24021,38.45,120.48,2355,0.00,Jun,2014
24022,39.33,120.19,6020,0.00,Jun,2014
24023,39.33,120.19,6020,0.00,Jun,2014
24025,38.03,120.35,3730,0.00,Jun,2014
24026,36.41,119.00,752,0.03,Jun,2014
24027,36.41,119.00,752,0.03,Jun,2014
24028,37.16,119.20,7613,0.04,Jun,2014
24029,36.55,121.63,2338,0.00,Jun,2014
24031,35.86,121.32,3350,0.00,Jun,2014
24033,37.68,121.35,135,0.00,Jun,2014
24034,36.47,118.86,1140,0.00,Jun,2014
24035,40.73,122.79,1860,0.03,Jun,2014
24036,39.17,120.14,6217,0.00,Jun,2014
24037,41.96,121.47,4035,0.31,Jun,2014
24038,37.87,119.35,8600,0.00,Jun,2014
24040,34.98,120.32,692,0.00,Jun,2014
24041,38.71,120.04,8000,0.37,Jun,2014
24043,40.92,122.82,4000,0.00,Jun,2014
24044,34.12,116.41,3246,0.00,Jun,2014
24045,39.13,123.20,626,0.00,Jun,2014
24046,37.16,121.90,3090,0.00,Jun,2014
24047,37.22,121.68,735,0.00,Jun,2014
24048,37.07,121.69,489,0.00,Jun,2014
24049,37.09,121.80,1099,0.00,Jun,2014
24050,39.52,120.04,7320,0.00,Jun,2014
24052,38.07,119.23,9445,0.10,Jun,2014
24054,35.86,120.60,1476,0.00,Jun,2014
24055,40.54,121.58,5660,1.19,Jun,2014
24056,36.33,119.30,325,0.00,Jun,2014
24057,33.24,117.01,1483,0.00,Jun,2014
24058,38.18,120.86,831,0.00,Jun,2014
24059,38.61,123.02,1260,0.00,Jun,2014
24061,40.46,121.87,2220,0.40,Jun,2014
24063,39.81,120.19,4950,0.00,Jun,2014
24064,34.27,119.21,280,0.00,Jun,2014
24066,35.60,119.35,345,0.00,Jun,2014
24068,37.45,119.69,4880,0.18,Jun,2014
24069,38.77,119.81,5700,0.00,Jun,2014
24070,40.73,122.94,2040,0.02,Jun,2014
24071,40.73,122.94,2040,0.02,Jun,2014
24072,41.48,122.45,2930,0.75,Jun,2014
24073,34.24,118.02,4000,0.00,Jun,2014
24074,39.30,123.29,1851,0.04,Jun,2014
24076,39.02,122.41,2085,0.00,Jun,2014
24077,40.62,121.90,2499,0.36,Jun,2014
24078,40.95,123.64,461,0.22,Jun,2014
24082,36.41,121.81,2782,0.00,Jun,2014
24083,38.72,123.01,440,0.07,Jun,2014
24084,37.00,118.98,6550,0.01,Jun,2014
24085,40.61,122.53,1295,0.00,Jun,2014
24086,38.80,122.72,2700,0.00,Jun,2014
24087,38.47,120.37,1950,0.00,Jun,2014
24090,36.93,121.77,95,0.00,Jun,2014
24091,36.44,118.70,5240,0.00,Jun,2014
24092,40.31,120.90,6155,0.00,Jun,2014
24093,38.51,119.63,7736,0.20,Jun,2014
24094,34.05,117.05,2620,0.00,Jun,2014
24095,41.37,122.64,2625,0.06,Jun,2014
24096,37.51,119.65,5120,0.06,Jun,2014
24097,38.33,122.37,360,0.00,Jun,2014
24098,38.36,122.42,1800,0.00,Jun,2014
24099,37.75,119.59,3966,0.20,Jun,2014
24101,38.91,123.23,1100,0.00,Jun,2014
24103,37.74,119.59,4200,0.12,Jun,2014
24104,37.09,119.51,2090,0.09,Jul,2014
24106,37.90,122.53,2,0.02,Jul,2014
24107,40.98,124.11,223,0.00,Jul,2014
24108,41.23,120.79,6190,1.10,Jul,2014
24109,41.19,120.94,4195,0.09,Jul,2014
24110,38.88,121.05,1200,0.00,Jul,2014
24111,37.15,119.50,1000,0.02,Jul,2014
24112,40.19,123.59,1059,0.00,Jul,2014
24113,39.47,120.88,4957,0.00,Jul,2014
24114,39.16,120.24,6910,7.40,Jul,2014
24115,37.17,121.63,645,0.00,Jul,2014
24116,38.57,122.44,1715,0.00,Jul,2014
24117,38.57,122.44,1715,0.00,Jul,2014
24118,36.19,121.64,3368,0.00,Jul,2014
24119,40.18,120.61,4960,0.48,Jul,2014
24121,38.28,120.31,4695,0.22,Jul,2014
24123,36.49,118.83,1708,0.06,Jul,2014
24125,34.45,118.20,2600,0.00,Jul,2014
24126,41.53,120.67,5049,0.08,Jul,2014
24129,39.13,121.45,113,0.00,Jul,2014
24130,35.16,120.28,1500,0.00,Jul,2014
24131,34.89,117.02,2320,0.08,Jul,2014
24132,37.29,119.53,3400,0.00,Jul,2014
24133,34.24,116.90,6760,0.28,Jul,2014
24134,36.13,118.31,7650,0.01,Jul,2014
24135,37.21,119.24,4878,0.00,Jul,2014
24137,38.21,119.01,8370,0.05,Jul,2014
24138,41.05,120.34,5927,1.59,Jul,2014
24139,40.62,122.57,1300,0.12,Jul,2014
24140,38.59,120.93,905,0.01,Jul,2014
24141,37.21,119.97,450,0.00,Jul,2014
24142,37.37,118.36,4108,0.15,Jul,2014
24143,36.72,118.84,7603,0.00,Jul,2014
24144,36.26,121.78,200,0.00,Jul,2014
24145,39.85,121.24,5750,0.00,Jul,2014
24146,38.74,122.15,355,0.00,Jul,2014
24147,38.61,119.92,8104,2.30,Jul,2014
24148,39.81,122.33,426,0.14,Jul,2014
24149,38.45,120.03,7200,1.92,Jul,2014
24152,33.61,114.71,395,0.00,Jul,2014
24153,38.38,120.19,6500,0.76,Jul,2014
24154,37.07,119.40,4720,0.00,Jul,2014
24155,33.00,116.84,1280,0.17,Jul,2014
24156,37.38,120.28,319,0.00,Jul,2014
24157,39.38,121.39,839,0.00,Jul,2014
24158,41.08,122.63,6450,0.32,Jul,2014
24159,38.99,123.35,644,0.00,Jul,2014
24160,40.88,121.68,3198,0.01,Jul,2014
24161,39.39,120.09,5575,1.34,Jul,2014
24162,39.45,120.66,5385,0.07,Jul,2014
24163,40.60,121.08,5686,0.83,Jul,2014
24165,38.26,119.23,6470,1.33,Jul,2014
24166,35.93,120.87,443,0.00,Jul,2014
24167,36.68,118.86,6800,0.02,Jul,2014
24168,36.68,118.86,6800,0.02,Jul,2014
24169,40.33,121.75,3400,0.00,Jul,2014
24170,39.92,121.35,1850,0.00,Jul,2014
24171,39.92,121.35,1850,0.00,Jul,2014
24172,40.87,121.85,3800,0.04,Jul,2014
24174,37.37,119.88,1520,0.00,Jul,2014
24175,41.68,122.60,3090,0.12,Jul,2014
24176,37.17,121.76,550,0.00,Jul,2014
24177,36.39,121.55,1824,0.00,Jul,2014
24179,40.17,121.09,4560,0.00,Jul,2014
24181,40.60,121.85,2840,0.00,Jul,2014
24183,41.58,120.30,7030,0.00,Jul,2014
24184,41.78,124.24,56,0.20,Jul,2014
24185,41.53,120.17,4670,0.38,Jul,2014
24186,40.28,121.23,4525,0.00,Jul,2014
24187,41.08,122.72,3040,1.48,Jul,2014
24188,36.79,118.66,4720,0.00,Jul,2014
24189,40.30,121.24,4530,0.91,Jul,2014
24191,41.31,122.80,3185,0.33,Jul,2014
24192,39.69,121.82,185,0.00,Jul,2014
24193,37.97,119.92,4765,2.00,Jul,2014
24194,36.31,121.57,5040,0.00,Jul,2014
24195,39.71,121.78,237,0.00,Jul,2014
24196,40.64,122.73,3300,0.04,Jul,2014
24198,39.33,121.19,595,0.00,Jul,2014
24199,41.30,122.82,3911,0.04,Jul,2014
24200,38.25,120.84,658,0.00,Jul,2014
24201,37.76,119.82,6634,0.51,Jul,2014
24202,34.35,118.42,4000,0.00,Jul,2014
24203,37.25,119.71,2230,0.04,Jul,2014
24204,33.26,115.45,100,0.00,Jul,2014
24205,37.26,121.65,2998,0.00,Jul,2014
24206,37.18,121.54,2739,0.00,Jul,2014
24207,39.10,120.96,2400,0.01,Jul,2014
24210,37.20,121.73,256,0.00,Jul,2014
24211,41.98,122.34,2703,0.48,Jul,2014
24212,39.83,123.08,1514,0.00,Jul,2014
24213,39.13,123.07,3355,0.00,Jul,2014
24214,38.71,120.04,7980,1.46,Jul,2014
24216,34.02,118.29,185,0.00,Jul,2014
24217,34.02,118.29,185,0.00,Jul,2014
24220,39.94,122.17,289,0.00,Jul,2014
24224,41.98,123.61,3970,0.11,Jul,2014
24225,34.44,118.61,1005,0.00,Jul,2014
24226,35.94,120.33,4000,0.03,Jul,2014
24227,39.87,121.77,1733,0.00,Jul,2014
24229,38.20,120.37,3360,0.00,Jul,2014
24230,34.85,116.79,1922,0.07,Jul,2014
24232,37.33,121.30,1861,0.00,Jul,2014
24233,38.33,119.65,9250,2.52,Jul,2014
24234,40.70,122.09,1300,0.00,Jul,2014
24235,39.87,121.61,2710,0.07,Jul,2014
24236,39.87,121.61,2710,0.07,Jul,2014
24237,36.46,116.86,-194,0.05,Jul,2014
24238,39.30,120.83,4455,0.13,Jul,2014
24241,36.91,119.09,1720,0.02,Jul,2014
24242,36.91,119.09,1720,0.02,Jul,2014
24243,39.33,120.28,5924,1.29,Jul,2014
24245,39.97,120.08,4390,0.41,Jul,2014
24246,39.32,120.23,5937,4.45,Jul,2014
24247,40.02,120.10,4240,0.14,Jul,2014
24248,39.26,120.77,3400,0.00,Jul,2014
24250,37.55,120.46,230,0.00,Jul,2014
24252,41.18,122.28,2170,0.01,Jul,2014
24253,34.22,117.40,2080,0.00,Jul,2014
24254,40.35,122.45,550,0.00,Jul,2014
24255,39.88,120.48,5768,0.59,Jul,2014
24256,39.56,120.82,2915,0.06,Jul,2014
24259,38.55,119.80,8765,2.00,Jul,2014
24260,39.65,122.72,4465,0.02,Jul,2014
24261,39.83,123.08,1500,0.00,Jul,2014
24262,40.81,124.16,20,0.02,Jul,2014
24265,41.99,123.72,1708,0.04,Jul,2014
24266,37.93,119.23,9645,0.90,Jul,2014
24267,32.88,116.81,800,0.15,Jul,2014
24268,32.88,116.81,800,0.15,Jul,2014
24272,33.67,117.33,1285,0.00,Jul,2014
24273,38.24,120.51,2559,0.02,Jul,2014
24274,35.72,120.64,672,0.00,Jul,2014
24275,37.30,121.74,450,0.00,Jul,2014
24276,37.59,120.27,879,0.00,Jul,2014
24277,37.59,120.27,879,0.00,Jul,2014
24278,39.43,120.03,5153,0.91,Jul,2014
24279,36.78,119.72,372,0.01,Jul,2014
24280,39.52,121.27,2840,0.00,Jul,2014
24281,36.90,119.50,920,0.03,Jul,2014
24282,38.52,120.71,2160,0.00,Jul,2014
24283,38.52,120.71,2160,0.00,Jul,2014
24285,39.90,120.18,5517,0.24,Jul,2014
24286,36.01,121.24,1150,0.00,Jul,2014
24288,38.93,120.05,6236,1.00,Jul,2014
24289,37.27,118.96,7200,0.00,Jul,2014
24290,41.02,121.44,3310,0.05,Jul,2014
24291,34.70,118.43,3060,0.00,Jul,2014
24292,41.86,120.15,4500,0.31,Jul,2014
24293,41.60,122.85,2725,0.35,Jul,2014
24294,36.99,119.69,581,0.00,Jul,2014
24295,39.51,123.76,120,0.01,Jul,2014
24296,36.99,119.69,660,0.00,Jul,2014
24297,39.81,121.32,5150,0.00,Jul,2014
24298,32.77,117.17,20,0.00,Jul,2014
24299,39.01,120.85,3020,0.00,Jul,2014
24300,41.88,124.14,0,0.20,Jul,2014
24301,35.89,118.92,800,0.00,Jul,2014
24302,40.22,123.63,217,0.00,Jul,2014
24303,41.85,123.97,384,0.11,Jul,2014
24304,41.85,123.97,384,0.11,Jul,2014
24306,33.80,116.48,320,0.08,Jul,2014
24307,39.67,120.62,6920,0.12,Jul,2014
24308,37.24,121.87,184,0.00,Jul,2014
24309,37.75,119.13,8970,1.28,Jul,2014
24310,38.92,120.79,3011,0.14,Jul,2014
24311,36.53,121.27,2343,0.00,Jul,2014
24313,37.77,119.78,7047,0.00,Jul,2014
24314,37.05,121.51,472,0.00,Jul,2014
24315,39.07,120.56,5580,0.12,Jul,2014
24317,39.16,120.86,3320,0.00,Jul,2014
24318,36.56,118.77,6650,0.00,Jul,2014
24319,38.21,119.89,8400,0.76,Jul,2014
24320,35.73,118.70,3140,0.00,Jul,2014
24321,37.83,120.50,999,0.00,Jul,2014
24323,36.96,121.61,754,0.00,Jul,2014
24325,39.20,121.07,2400,0.02,Jul,2014
24327,41.13,122.28,4800,0.12,Jul,2014
24328,36.74,118.96,6600,0.39,Jul,2014
24329,37.55,119.24,7900,0.36,Jul,2014
24332,37.82,120.10,3145,0.03,Jul,2014
24334,37.27,119.54,4520,0.00,Jul,2014
24335,37.19,121.89,1680,0.00,Jul,2014
24336,37.47,119.27,6900,0.32,Jul,2014
24337,40.93,121.54,3015,0.12,Jul,2014
24338,40.93,121.54,3015,0.12,Jul,2014
24339,33.24,116.76,2750,0.05,Jul,2014
24340,36.37,118.65,8500,0.05,Jul,2014
24341,38.41,122.37,110,0.00,Jul,2014
24342,36.38,120.85,3500,0.00,Jul,2014
24343,36.14,117.95,3825,0.06,Jul,2014
24344,37.96,119.78,3870,1.54,Jul,2014
24345,38.85,119.94,7776,1.00,Jul,2014
24346,37.10,119.88,2580,0.00,Jul,2014
24349,36.32,119.63,242,0.00,Jul,2014
24350,40.87,121.88,3440,0.00,Jul,2014
24351,40.12,121.37,6500,0.00,Jul,2014
24353,37.23,119.22,7020,0.00,Jul,2014
24354,37.23,119.22,7020,0.00,Jul,2014
24355,33.07,117.11,327,0.00,Jul,2014
24356,40.24,124.13,370,0.00,Jul,2014
24358,41.80,123.38,1120,0.00,Jul,2014
24359,40.90,122.25,3200,0.00,Jul,2014
24360,38.73,122.84,2024,0.01,Jul,2014
24361,40.55,123.17,2323,0.01,Jul,2014
24362,39.49,120.28,6456,0.50,Jul,2014
24363,39.45,120.29,7003,2.60,Jul,2014
24364,39.45,120.29,7003,2.60,Jul,2014
24367,36.80,118.20,3950,0.00,Jul,2014
24368,39.08,122.53,1480,0.00,Jul,2014
24369,32.83,115.58,0,0.00,Jul,2014
24370,35.63,118.48,2515,0.00,Jul,2014
24371,35.63,118.48,2515,0.00,Jul,2014
24374,41.27,120.29,5400,0.90,Jul,2014
24376,41.33,120.47,4372,0.33,Jul,2014
24378,36.27,121.07,431,0.00,Jul,2014
24380,36.21,121.13,320,0.00,Jul,2014
24381,38.86,122.42,2550,0.00,Jul,2014
24382,40.13,120.72,7300,0.24,Jul,2014
24383,35.76,118.43,2720,0.00,Jul,2014
24385,37.30,119.10,9131,1.28,Jul,2014
24386,36.03,120.06,810,0.00,Jul,2014
24387,35.78,118.44,2703,0.00,Jul,2014
24389,39.20,123.19,670,0.00,Jul,2014
24391,37.21,118.61,9065,0.84,Jul,2014
24394,32.84,116.90,554,0.00,Jul,2014
24395,38.32,122.63,1800,0.00,Jul,2014
24397,36.60,118.73,6735,0.75,Jul,2014
24398,39.87,123.72,700,0.00,Jul,2014
24399,36.38,119.03,513,0.00,Jul,2014
24402,37.96,119.12,6797,0.86,Jul,2014
24403,37.20,121.99,665,0.00,Jul,2014
24404,33.81,118.15,31,0.01,Jul,2014
24405,39.83,122.79,5100,0.01,Jul,2014
24407,36.20,119.06,420,0.00,Jul,2014
24409,37.11,121.84,3788,0.00,Jul,2014
24410,32.77,117.02,530,0.00,Jul,2014
24412,38.44,119.37,9233,1.20,Jul,2014
24414,37.05,120.87,120,0.00,Jul,2014
24416,34.21,119.14,63,0.00,Jul,2014
24417,36.39,121.67,1058,0.00,Jul,2014
24418,39.68,120.99,5000,0.01,Jul,2014
24419,40.87,122.39,1100,0.00,Jul,2014
24420,40.34,121.71,4159,0.63,Jul,2014
24421,39.32,120.64,5156,0.10,Jul,2014
24422,39.32,120.64,5156,0.10,Jul,2014
24424,38.30,119.55,7205,3.70,Jul,2014
24425,35.90,121.09,795,0.00,Jul,2014
24426,40.32,123.37,2760,0.00,Jul,2014
24427,37.49,119.81,3150,0.01,Jul,2014
24428,37.61,119.03,9300,1.12,Jul,2014
24430,37.29,120.51,153,0.00,Jul,2014
24432,41.25,122.14,3280,0.08,Jul,2014
24433,41.13,122.07,2690,0.00,Jul,2014
24435,38.34,122.20,1000,0.00,Jul,2014
24436,38.50,121.04,185,0.00,Jul,2014
24437,37.35,121.63,4198,0.00,Jul,2014
24438,37.35,121.63,4198,0.00,Jul,2014
24439,41.32,122.32,3590,0.25,Jul,2014
24440,40.35,121.61,4875,0.27,Jul,2014
24441,40.35,121.61,4875,0.27,Jul,2014
24443,38.69,119.78,5501,0.63,Jul,2014
24445,36.05,121.52,3288,0.00,Jul,2014
24448,40.54,121.58,5750,0.09,Jul,2014
24450,37.49,119.99,2100,0.00,Jul,2014
24451,37.49,119.99,2100,0.00,Jul,2014
24453,40.18,123.78,218,0.00,Jul,2014
24454,37.06,121.60,260,0.00,Jul,2014
24455,38.67,122.63,4140,0.00,Jul,2014
24456,41.78,122.04,4250,0.10,Jul,2014
24457,37.01,121.70,1822,0.08,Jul,2014
24458,38.39,120.65,2967,0.00,Jul,2014
24459,40.72,123.29,3400,0.19,Jul,2014
24460,34.23,118.07,5733,0.06,Jul,2014
24461,35.76,120.89,825,0.00,Jul,2014
24462,36.69,121.62,80,0.00,Jul,2014
24463,38.43,122.25,1660,0.00,Jul,2014
24464,38.16,120.81,554,0.00,Jul,2014
24465,33.28,115.52,-60,0.12,Jul,2014
24466,38.00,120.49,960,0.00,Jul,2014
24467,37.95,120.53,1400,0.20,Jul,2014
24468,37.34,119.35,5150,0.00,Jul,2014
24469,39.25,121.00,2781,0.00,Jul,2014
24470,41.84,122.85,1980,0.73,Jul,2014
24471,33.21,117.35,30,0.00,Jul,2014
24472,33.21,117.35,30,0.00,Jul,2014
24473,40.42,122.74,1300,0.00,Jul,2014
24474,37.15,121.42,1696,0.00,Jul,2014
24475,37.33,119.66,2230,0.00,Jul,2014
24476,41.84,122.85,1953,0.70,Jul,2014
24478,39.75,122.20,254,0.00,Jul,2014
24479,41.30,123.53,354,0.00,Jul,2014
24480,36.18,118.71,3240,0.01,Jul,2014
24481,39.53,121.52,900,0.00,Jul,2014
24482,41.30,124.05,5,0.00,Jul,2014
24483,41.31,123.53,400,0.00,Jul,2014
24490,38.76,120.50,3440,0.09,Jul,2014
24491,38.76,120.50,3440,0.09,Jul,2014
24492,37.25,119.46,5150,0.00,Jul,2014
24493,38.58,122.63,1124,0.00,Jul,2014
24494,36.83,119.32,615,0.00,Jul,2014
24495,36.83,119.32,615,0.00,Jul,2014
24496,38.40,120.63,2440,0.00,Jul,2014
24498,35.90,120.43,1525,0.00,Jul,2014
24499,38.70,120.82,1850,0.05,Jul,2014
24500,40.44,122.83,2452,0.03,Jul,2014
24501,40.21,121.16,4520,0.53,Jul,2014
24502,40.29,122.87,3500,0.12,Jul,2014
24503,36.40,121.72,2610,0.00,Jul,2014
24504,39.37,123.13,1440,0.00,Jul,2014
24505,37.40,119.52,6900,0.16,Jul,2014
24506,39.81,120.47,4850,0.13,Jul,2014
24507,35.63,120.69,700,0.00,Jul,2014
24508,35.63,120.69,700,0.00,Jul,2014
24509,39.75,121.62,1725,0.03,Jul,2014
24510,37.02,119.56,1296,0.03,Jul,2014
24511,33.36,116.86,5560,0.84,Jul,2014
24512,40.99,121.98,1458,0.00,Jul,2014
24513,40.99,121.98,1458,0.00,Jul,2014
24515,33.82,116.50,474,0.27,Jul,2014
24516,38.19,120.01,5600,0.39,Jul,2014
24517,36.63,121.93,27,0.07,Jul,2014
24518,40.98,121.51,2880,0.00,Jul,2014
24519,40.98,121.51,2880,0.00,Jul,2014
24520,36.17,121.38,5264,0.00,Jul,2014
24522,39.94,120.95,3420,0.00,Jul,2014
24523,39.94,120.95,3420,0.00,Jul,2014
24524,39.93,120.95,3408,0.08,Jul,2014
24526,41.60,122.93,4238,0.63,Jul,2014
24527,36.12,118.54,7200,0.00,Jul,2014
24528,40.15,122.25,353,0.01,Jul,2014
24530,40.52,122.30,502,0.09,Jul,2014
24531,39.67,123.32,2428,0.01,Jul,2014
24534,40.57,122.42,740,0.04,Jul,2014
24536,35.67,121.05,3401,0.00,Jul,2014
24537,33.05,116.86,1420,0.00,Jul,2014
24540,39.13,120.95,1945,0.04,Jul,2014
24541,38.31,120.55,2720,0.02,Jul,2014
24542,38.48,122.71,599,0.00,Jul,2014
24544,40.12,121.04,6100,0.00,Jul,2014
24545,33.95,117.39,839,0.00,Jul,2014
24547,32.73,117.18,15,0.00,Jul,2014
24548,38.67,121.56,14,0.00,Jul,2014
24549,35.31,120.66,315,0.00,Jul,2014
24550,34.10,117.27,1042,0.00,Jul,2014
24551,37.14,121.97,1400,0.04,Jul,2014
24552,41.27,122.72,5900,0.12,Jul,2014
24553,40.49,124.10,36,0.06,Jul,2014
24554,36.99,121.99,130,0.13,Jul,2014
24556,36.06,118.92,692,0.00,Jul,2014
24557,36.06,118.92,692,0.00,Jul,2014
24558,40.17,122.80,3850,0.02,Jul,2014
24559,41.35,122.25,6750,0.04,Jul,2014
24561,33.75,117.54,2800,0.00,Jul,2014
24562,39.58,120.37,4975,1.24,Jul,2014
24563,39.58,120.37,4975,1.24,Jul,2014
24564,38.17,120.10,5100,1.15,Jul,2014
24565,39.58,122.53,800,0.01,Jul,2014
24566,39.13,120.75,3843,0.00,Jul,2014
24567,40.71,122.42,1075,0.02,Jul,2014
24568,40.71,122.42,1075,0.02,Jul,2014
24569,40.50,121.85,3630,0.16,Jul,2014
24570,37.32,121.47,2300,0.00,Jul,2014
24571,36.57,118.96,4340,0.06,Jul,2014
24572,38.68,120.12,7100,1.33,Jul,2014
24573,41.78,122.47,2644,0.15,Jul,2014
24574,36.76,121.49,2838,0.00,Jul,2014
24575,37.35,121.90,67,0.00,Jul,2014
24577,36.33,120.53,4840,0.13,Jul,2014
24578,38.50,119.94,7750,2.55,Jul,2014
24579,38.72,120.57,3530,0.17,Jul,2014
24580,38.72,120.57,3530,0.17,Jul,2014
24581,37.05,121.05,350,0.00,Jul,2014
24582,41.05,122.48,5700,0.04,Jul,2014
24584,41.39,123.49,915,0.00,Jul,2014
24585,36.08,120.61,3920,0.08,Jul,2014
24588,35.37,120.64,1100,0.00,Jul,2014
24590,34.90,120.45,254,0.00,Jul,2014
24591,33.68,117.87,50,0.00,Jul,2014
24592,35.80,120.88,800,0.00,Jul,2014
24593,40.78,121.78,5950,0.04,Jul,2014
24594,39.42,122.98,1725,0.00,Jul,2014
24595,39.33,120.37,6885,0.39,Jul,2014
24596,36.28,121.32,339,0.00,Jul,2014
24597,37.97,120.39,1675,0.00,Jul,2014
24598,37.17,118.57,9580,1.72,Jul,2014
24599,37.17,118.57,9580,1.72,Jul,2014
24600,38.67,119.82,6115,1.50,Jul,2014
24601,38.50,120.22,3700,0.73,Jul,2014
24602,38.50,120.22,3700,0.73,Jul,2014
24603,38.13,120.37,1060,0.03,Jul,2014
24604,38.31,119.60,8827,2.50,Jul,2014
24607,38.21,120.46,2370,0.00,Jul,2014
24608,36.35,120.60,4650,0.16,Jul,2014
24610,33.74,117.87,135,0.00,Jul,2014
24612,37.31,122.00,174,0.00,Jul,2014
24614,41.74,121.51,4770,0.49,Jul,2014
